rank,channel_id,channel_name,channel_url,subscribers,video_count,country,classification,latest_video_id,latest_video_title,latest_video_thumbnail,latest_video_published_at,latest_video_duration_sec,generated_at_utc
51,UCR0SvwY_QW7XrsaCZ_youXg,ZOZA PODCAST,https://www.youtube.com/channel/UCR0SvwY_QW7XrsaCZ_youXg,19900,386,KE,podcast,8cYIqZC7fqY,"STEP by STEP How to Milk a Cow, ARIMIS | OUR Beef With UBER Drivers | ZOZA Podcast 116",https://i.ytimg.com/vi/8cYIqZC7fqY/mqdefault.jpg,2025-09-23T07:30:06Z,2851,2025-09-24T02:21:24Z
52,UCquxoW1DZM_FkQbuWhFLcNw,Chizzi Podcast,https://www.youtube.com/channel/UCquxoW1DZM_FkQbuWhFLcNw,17500,419,KE,podcast,FKZnxmrqpOc,TIPSY GETS TOXIC; BATTLE OF THE SILVER BUTTON!!!!,https://i.ytimg.com/vi/FKZnxmrqpOc/mqdefault.jpg,2025-09-22T16:42:38Z,1537,2025-09-24T02:21:24Z
53,UCWSg6aESeaQTc3cBb6v4Z8w,The Kenya Times,https://www.youtube.com/channel/UCWSg6aESeaQTc3cBb6v4Z8w,13700,697,US,interview,q9Cc6tDdB04,My Story as a Kidney Donor – Felicita Churie,https://i.ytimg.com/vi/q9Cc6tDdB04/mqdefault.jpg,2025-09-18T10:16:04Z,3067,2025-09-24T02:21:24Z
54,UCtkLyqydikBzPxAygmen-Cg,thekisscapadespodcast,https://www.youtube.com/channel/UCtkLyqydikBzPxAygmen-Cg,11400,1535,KE,podcast,UgFIKq85Xtw,"Keruche:  Going Viral in Kenya’s Pool Scene, Building a Career from Cue Sports & Content Creation",https://i.ytimg.com/vi/UgFIKq85Xtw/mqdefault.jpg,2025-09-23T09:30:06Z,1317,2025-09-24T02:21:24Z
55,UC3igbOfjItm-Ea21KzLKtig,One Accord TV Kenya,https://www.youtube.com/channel/UC3igbOfjItm-Ea21KzLKtig,11000,1265,KE,other,Rvrxgqrl8Bg,Eagles Conference 2025 || Opening Session,https://i.ytimg.com/vi/Rvrxgqrl8Bg/mqdefault_live.jpg,2025-09-23T15:55:39Z,4979,2025-09-24T02:21:24Z
56,UC86w8F_22gZFzxjgaR9Dflw,TV Xtra,https://www.youtube.com/channel/UC86w8F_22gZFzxjgaR9Dflw,10500,7,KE,other,Vwi0O3aYeEw,Wakali Wao Kimswat has 20K - Oga Obinna Live Ep 5 SSN 1,https://i.ytimg.com/vi/Vwi0O3aYeEw/mqdefault.jpg,2020-10-28T08:00:16Z,2092,2025-09-24T02:21:24Z
57,UCwvwwgcbtlmXwzCWsFTVSog,Raw Politics Kenya,https://www.youtube.com/channel/UCwvwwgcbtlmXwzCWsFTVSog,8840,314,KE,other,oFUWO-pWyI0,Trump DESTROYS UN & Europe: FULL SPEECH! ,https://i.ytimg.com/vi/oFUWO-pWyI0/mqdefault.jpg,2025-09-23T21:57:13Z,3435,2025-09-24T02:21:24Z
58,UCzVRBedUTv9WS6MfYJ-llvw,Presenter Mokaya ,https://www.youtube.com/channel/UCzVRBedUTv9WS6MfYJ-llvw,8630,1247,KE,other,RHN5xCbJQRc,"GLOVES OFF! Angry and Furious Oga Obinna badly lectures Luo artists, you won't believe what he said",https://i.ytimg.com/vi/RHN5xCbJQRc/mqdefault.jpg,2025-09-22T09:45:06Z,456,2025-09-24T02:21:24Z
59,UCYWWUTwlrj_bB-iDpD_CEIQ,Radio Generation - Kenya,https://www.youtube.com/channel/UCYWWUTwlrj_bB-iDpD_CEIQ,6250,378,KE,other,vhAU0CyK2OI,Continuation... Tune in for though provoking conversations LIVE on 88.8 FM,https://i.ytimg.com/vi/vhAU0CyK2OI/mqdefault.jpg,2025-09-23T19:08:39Z,4448,2025-09-24T02:21:24Z
60,UCfo5Or9z7-eSbZZfLUpyiVg,Unprepared to Entrepreneur Podcast Kenya,https://www.youtube.com/channel/UCfo5Or9z7-eSbZZfLUpyiVg,6130,33,,podcast,Q6DB_07gJu4,The Best Business to Start Is Already in Your Story | Anne Muhia,https://i.ytimg.com/vi/Q6DB_07gJu4/mqdefault.jpg,2025-09-19T12:00:06Z,792,2025-09-24T02:21:24Z
61,UCc0aPEt8MS0ZfelNyzws1rg,Kenya Experience,https://www.youtube.com/channel/UCc0aPEt8MS0ZfelNyzws1rg,5480,28,GB,other,OfPPOBacFuk,Beyond Running: How Kenya Experience Athletes are Making a Difference in Iten,https://i.ytimg.com/vi/OfPPOBacFuk/mqdefault.jpg,2025-07-11T17:00:36Z,342,2025-09-24T02:21:24Z
62,UCyM_kKYAciCS7-dwb4lgKhA,Walking The Streets Podcast,https://www.youtube.com/channel/UCyM_kKYAciCS7-dwb4lgKhA,4580,88,KE,podcast,xG0BX_FtLTI,WTS EP 100 You Were Chased With A Knife,https://i.ytimg.com/vi/xG0BX_FtLTI/mqdefault.jpg,2025-08-17T08:00:58Z,3790,2025-09-24T02:21:24Z
63,UCoqvVQZhVJsKjmSz_U8-G0Q,UTV Kenya,https://www.youtube.com/channel/UCoqvVQZhVJsKjmSz_U8-G0Q,3420,47,KE,other,rwLUmJCeCZg,TOUCHING HEART  LAMU FINAL,https://i.ytimg.com/vi/rwLUmJCeCZg/mqdefault.jpg,2025-08-19T18:03:49Z,862,2025-09-24T02:21:24Z
64,UC_wEpaDe8rpr9Z3zhi81ETQ,The Golden Voice Live ,https://www.youtube.com/channel/UC_wEpaDe8rpr9Z3zhi81ETQ,3380,32,KE,other,jNM7O0gyJWE,"Love, Relationships, Family & Choices | TGVL - Oga Obinna / Obinna Show Live",https://i.ytimg.com/vi/jNM7O0gyJWE/mqdefault.jpg,2025-09-15T14:13:23Z,900,2025-09-24T02:21:24Z
65,UCz0PR5q6nTnv0yuCOnbbj3w,Nairobi Gold Rush,https://www.youtube.com/channel/UCz0PR5q6nTnv0yuCOnbbj3w,3360,136,US,other,RL9SrwrBrI0,The Officer Who Refused to Carry a Gun - Syrian UI/UX Genius with a War Story: Assaad Hanash,https://i.ytimg.com/vi/RL9SrwrBrI0/mqdefault.jpg,2025-08-30T10:54:44Z,5364,2025-09-24T02:21:24Z
66,UCQHPCqzlLMq1wZSy2H7osPA,Unlock Your Soul Podcast With Anto Neosoul,https://www.youtube.com/channel/UCQHPCqzlLMq1wZSy2H7osPA,3190,81,KE,podcast,US96Q0dBHK4,The African King of Data George Njoroge On Kenyan Elections and The Future of Kenya,https://i.ytimg.com/vi/US96Q0dBHK4/mqdefault.jpg,2024-08-01T10:00:28Z,4727,2025-09-24T02:21:24Z
67,UCgN6uZh7lRwZZRgX1G_RbtA,Kenya show zone,https://www.youtube.com/channel/UCgN6uZh7lRwZZRgX1G_RbtA,2820,46,KE,other,ciAm3qw2Jh0,Kam U stay episode 17,https://i.ytimg.com/vi/ciAm3qw2Jh0/mqdefault.jpg,2025-09-23T07:30:09Z,1440,2025-09-24T02:21:24Z
68,UCLEbibgwOY787d16dXshmbg,Judicial Service Commission of Kenya ,https://www.youtube.com/channel/UCLEbibgwOY787d16dXshmbg,2460,138,KE,other,tY9wPijU5CY,Hon. Joe Omido Mkutu Interview for the position of Judge of the High Court,https://i.ytimg.com/vi/tY9wPijU5CY/mqdefault.jpg,2024-05-04T00:36:00Z,3701,2025-09-24T02:21:24Z
69,UCGGEWFyd9HJfZcGetEcyiqg,Kenya The Talking Parrot ,https://www.youtube.com/channel/UCGGEWFyd9HJfZcGetEcyiqg,2280,286,US,other,Qn0K8ClWMCM,Talking Parrots Love Outdoor Time | Kenya & Cheenah’s Tree Perch Adventure African grey parrots talk,https://i.ytimg.com/vi/Qn0K8ClWMCM/mqdefault.jpg,2025-09-18T09:07:17Z,3899,2025-09-24T02:21:24Z
70,UCOdBdIQ7m6_RDzxkb9aZKwg,Truly Kenya,https://www.youtube.com/channel/UCOdBdIQ7m6_RDzxkb9aZKwg,1970,31,US,podcast,JyEX4UI79Hc,"S2/EP18 Walter Mendez Fashion Designer to Beyoncé, Jlo, Mariah Carey and many others",https://i.ytimg.com/vi/JyEX4UI79Hc/mqdefault.jpg,2023-12-06T20:21:48Z,2680,2025-09-24T02:21:24Z
71,UCtTR37Xeev6p9pj4EG8gX3Q,Talkchat Podcast-Inside Kenyan Politics,https://www.youtube.com/channel/UCtTR37Xeev6p9pj4EG8gX3Q,1840,159,KE,podcast,g27sKuj03XU,One Year to 2027: Ruto Faces His Toughest Storm Yet,https://i.ytimg.com/vi/g27sKuj03XU/mqdefault.jpg,2025-09-23T16:00:06Z,1558,2025-09-24T02:21:24Z
72,UCB7HwjQm5g3fMiOuYu5MMlw,The Brian Sakwa Show,https://www.youtube.com/channel/UCB7HwjQm5g3fMiOuYu5MMlw,1540,149,GB,other,V1wioDAYSQU,"BRIAN SAKWA RATES TAMRON HALL, S7 PREMIERE & SHERRI S4 INTROS ON LIGHTING, THEMES & CROWD VIBES!",https://i.ytimg.com/vi/V1wioDAYSQU/mqdefault.jpg,2025-09-23T15:55:10Z,489,2025-09-24T02:21:24Z
73,UCGfK7dA15EGUH3ly96wCrnw,The Naomi Talk show with Liz kinyua.,https://www.youtube.com/channel/UCGfK7dA15EGUH3ly96wCrnw,1450,314,KE,podcast,mhUR0i-IlW8,"A nurse saw through me and she sensed my plan to sell my child, she took time to talk me out of it.",https://i.ytimg.com/vi/mhUR0i-IlW8/mqdefault.jpg,2025-09-19T16:00:06Z,4846,2025-09-24T02:21:24Z
74,UCP8-q_PyC0efY_ZU229qFNQ,Radio44 Kenya,https://www.youtube.com/channel/UCP8-q_PyC0efY_ZU229qFNQ,1440,193,,other,eArRJ8MEySM,"Interview with Monisha Mahajan, Principal Attorney at Legal Help NRI",https://i.ytimg.com/vi/eArRJ8MEySM/mqdefault.jpg,2025-09-22T14:57:03Z,1350,2025-09-24T02:21:24Z
75,UClPl-fsL4xeuqUM2EBHmW1A,Surviving Nairobi,https://www.youtube.com/channel/UClPl-fsL4xeuqUM2EBHmW1A,1380,40,,other,cJjjCTyF8TM,Season 6 Episode 1: Rice In The Club Featuring Olave Orawo,https://i.ytimg.com/vi/cJjjCTyF8TM/mqdefault.jpg,2022-05-24T11:21:01Z,2843,2025-09-24T02:21:24Z
76,UCdZIgOBXgFztR0rPCJYBY4A,MERBAU Channel,https://www.youtube.com/channel/UCdZIgOBXgFztR0rPCJYBY4A,1330,114,MY,other,gpaRQc8cow4,PODCAST EPISOD 5 : PONTENG SEKOLAH 2025,https://i.ytimg.com/vi/gpaRQc8cow4/mqdefault.jpg,2025-07-26T21:17:20Z,722,2025-09-24T02:21:24Z
77,UCeXyFyvY7lvmY77gEQCKUyg,Omera,https://www.youtube.com/channel/UCeXyFyvY7lvmY77gEQCKUyg,1280,19,KE,other,4ZeVZINo9eo,Fame & Drip by Khaligraph Jones Music Reaction #rap,https://i.ytimg.com/vi/4ZeVZINo9eo/mqdefault.jpg,2025-09-23T18:44:26Z,580,2025-09-24T02:21:24Z
78,UCCZ_-KR_a88GSsSZCKz--NQ,Pivot News Kenya,https://www.youtube.com/channel/UCCZ_-KR_a88GSsSZCKz--NQ,1230,150,KE,other,bPjzrSAo1Xs,"""Uchumi wa nchi ni arthi, usalama na usafa wa usafiri"" Governor Abdullswamad Sherrif Nassir",https://i.ytimg.com/vi/bPjzrSAo1Xs/mqdefault.jpg,2025-09-17T09:37:54Z,359,2025-09-24T02:21:24Z
79,UCa3sWRfbUgfv8nTDlzlt9Cw,Maleda Podcast,https://www.youtube.com/channel/UCa3sWRfbUgfv8nTDlzlt9Cw,1220,52,,podcast,P1Rl0Gcsz0s,የማይፋቅ ስህተት / እውነተኛ የስደት ታሪክ / ማለዳ ፖድካስት /Maleda Podcast,https://i.ytimg.com/vi/P1Rl0Gcsz0s/mqdefault.jpg,2025-08-08T23:00:33Z,1398,2025-09-24T02:21:24Z
80,UCNo-ex-Lvy546IHafbCO_kw,Nairobi Sisterhood,https://www.youtube.com/channel/UCNo-ex-Lvy546IHafbCO_kw,789,72,KE,podcast,1z7ewmwAQp4,Things we no longer believe in | Relationship Edition - Sn 3 | Ep 6,https://i.ytimg.com/vi/1z7ewmwAQp4/mqdefault.jpg,2024-11-15T19:43:45Z,2725,2025-09-24T02:21:24Z
81,UCpBkES9MwTkHys6m2ALHsjg,The Kisumu Street Talk Show,https://www.youtube.com/channel/UCpBkES9MwTkHys6m2ALHsjg,763,40,,podcast,hGm1s_L1RDg,"""EDUCATION IS FOR ALL""-   MARY ROYAL SCHOOL IN OBUNGA SLUMS.",https://i.ytimg.com/vi/hGm1s_L1RDg/mqdefault.jpg,2023-02-06T19:01:40Z,638,2025-09-24T02:21:24Z
82,UCAGccO83wjfgjrLL-FoPNUA,Two Becoming One Podcast ,https://www.youtube.com/channel/UCAGccO83wjfgjrLL-FoPNUA,746,23,,podcast,_vkslyTrdYE,Are You Losing Yourself in This Relationship?,https://i.ytimg.com/vi/_vkslyTrdYE/mqdefault.jpg,2025-09-18T16:09:12Z,3231,2025-09-24T02:21:24Z
83,UC_wg2l_J7CMctgLuSL-MJQg,Nairobi talks podcast,https://www.youtube.com/channel/UC_wg2l_J7CMctgLuSL-MJQg,703,85,,podcast,CZz8gIwYDw0,Somali fans insulting Kenyan flag 🇰🇪 at nyayo stadium 🙁😢,https://i.ytimg.com/vi/CZz8gIwYDw0/mqdefault.jpg,2025-09-22T23:31:10Z,930,2025-09-24T02:21:24Z
84,UCypFIWz7374bTaI3CEqy29w,Anonymous podcast ,https://www.youtube.com/channel/UCypFIWz7374bTaI3CEqy29w,668,319,,podcast,owmBDqs29EU,Let's talk football Ep 2 :Manchester got cooked : My  Predictions were right. ,https://i.ytimg.com/vi/owmBDqs29EU/mqdefault.jpg,2025-09-17T16:45:07Z,1098,2025-09-24T02:21:24Z
85,UCLwD7aMSjispS8JOy7FQB8w,SISIBO Podcast ,https://www.youtube.com/channel/UCLwD7aMSjispS8JOy7FQB8w,660,28,KE,podcast,PYAmsTJ87FQ,"Kenya shines in Tokyo, Arsenal couldn’t win at Home. Sisibo Episode 29",https://i.ytimg.com/vi/PYAmsTJ87FQ/mqdefault_live.jpg,2025-09-23T13:14:59Z,7595,2025-09-24T02:21:24Z
86,UC0Zhxf3TeHmWMS431pq2K2Q,D kenya,https://www.youtube.com/channel/UC0Zhxf3TeHmWMS431pq2K2Q,614,7,,other,6Bo_Cz1C74Q,changamoto za kufanana na diamond_interview kwa anyole fm____ d kenya,https://i.ytimg.com/vi/6Bo_Cz1C74Q/mqdefault.jpg,2021-11-02T21:21:53Z,552,2025-09-24T02:21:24Z
87,UCcKHgbIgC-Y6sudDHYqpVBA,Kenya News Live TV,https://www.youtube.com/channel/UCcKHgbIgC-Y6sudDHYqpVBA,612,48,,other,p6aMTe17p-U,NIHESHIMU KAMA RAILA! ''ANGRY SPEAKER WETANGULA LECTURES LUHYA YOUNG LEADERS,https://i.ytimg.com/vi/p6aMTe17p-U/mqdefault.jpg,2025-09-19T18:59:22Z,337,2025-09-24T02:21:24Z
88,UCAXr6AS1E9VGjXc3B4_Y1IQ,NairoBEERns,https://www.youtube.com/channel/UCAXr6AS1E9VGjXc3B4_Y1IQ,563,158,KE,podcast,WK6Jz0RVSgw,Ultimate Push Pull Legs Routine for Max Gains [FULL GUIDE],https://i.ytimg.com/vi/WK6Jz0RVSgw/mqdefault.jpg,2024-10-31T08:30:17Z,1509,2025-09-24T02:21:24Z
89,UCyOYvwEZsUEu9D4s9Rdz3pg,DHOF PODCAST,https://www.youtube.com/channel/UCyOYvwEZsUEu9D4s9Rdz3pg,532,55,KE,podcast,lbQFA2Dptn0,"DEN OF BETRAYAL,RAILA ODINGA Announced who represents ODM on Presidential RACE 2027.RUTO AKANYAGWA!",https://i.ytimg.com/vi/lbQFA2Dptn0/mqdefault.jpg,2025-09-23T16:20:53Z,637,2025-09-24T02:21:24Z
90,UCAl8AadAoOYAigSx_jbD48A,Jafar Talk Show,https://www.youtube.com/channel/UCAl8AadAoOYAigSx_jbD48A,530,35,KE,podcast,tvlQo90VNPU,ASAL region of Kenya Should Adopt Israel Mode of Agri Transformation,https://i.ytimg.com/vi/tvlQo90VNPU/mqdefault.jpg,2022-10-10T02:35:26Z,627,2025-09-24T02:21:24Z
91,UC1opVgOIPpOiHcZu1kG2jFg,The Real 20-Somethings Podcast,https://www.youtube.com/channel/UC1opVgOIPpOiHcZu1kG2jFg,516,36,KE,podcast,uMHiYLfDGRk,Vibes and Inshallah | The Real 20-Somethings Podcast Ep 20,https://i.ytimg.com/vi/uMHiYLfDGRk/mqdefault.jpg,2025-09-16T16:00:06Z,4073,2025-09-24T02:21:24Z
92,UCnq4TCoyVifDsKCouqop-1A,My Side of the Story Podcast ,https://www.youtube.com/channel/UCnq4TCoyVifDsKCouqop-1A,510,47,KE,podcast,_aLdYuOIsFk,"I Never Knew My Boyfriend Used AntiPsychotic Drugs, Until He Physically Abused Me. ",https://i.ytimg.com/vi/_aLdYuOIsFk/mqdefault.jpg,2025-09-10T06:24:52Z,1650,2025-09-24T02:21:24Z
93,UC2Jvir-qN9jiU-Z0nb9qjxw,The Platform KE,https://www.youtube.com/channel/UC2Jvir-qN9jiU-Z0nb9qjxw,509,58,,other,km-ZZHt6DIs,Classic 105 FM Live Radio Kenya Maina & Mwalimu King'ang'i,https://i.ytimg.com/vi/km-ZZHt6DIs/mqdefault.jpg,2025-09-17T16:40:44Z,2947,2025-09-24T02:21:24Z
94,UC_Z62_Gelo8eoWVAY-Tvlwg,KENYAN PODCAST SHOW,https://www.youtube.com/channel/UC_Z62_Gelo8eoWVAY-Tvlwg,488,3,KE,podcast,_TGRiJEdTlU,SIO JABA PODCAST SHOW Live Stream,https://i.ytimg.com/vi/_TGRiJEdTlU/mqdefault_live.jpg,2024-12-06T07:18:06Z,,2025-09-24T02:21:24Z
95,UCM1eHYPv9-OdjmMiridAi-Q,BAADA YA SUMMIT PODCAST,https://www.youtube.com/channel/UCM1eHYPv9-OdjmMiridAi-Q,450,19,KE,podcast,9RMVWoIQHh8,EP. 19 - Rose Kimondo (Hiker),https://i.ytimg.com/vi/9RMVWoIQHh8/mqdefault.jpg,2024-03-07T12:31:52Z,570,2025-09-24T02:21:24Z
96,UC-QPmd71Tr_gksPJiAxcKxw,SportyFM Kenya,https://www.youtube.com/channel/UC-QPmd71Tr_gksPJiAxcKxw,385,92,,other,yQ9xLCM8peQ,Brian Wesaala CEO and Founder of The Football Foundation For Africa interview live of Extra Time.,https://i.ytimg.com/vi/yQ9xLCM8peQ/mqdefault.jpg,2025-09-23T03:41:57Z,1980,2025-09-24T02:21:24Z
97,UCLOug7M55B6GMiNV54chbbw,Broke Kenyan,https://www.youtube.com/channel/UCLOug7M55B6GMiNV54chbbw,373,107,KE,other,JKhIdgSVrqs,TONIGHT : 2027 Political Showdown Only On Broke Kenyan,https://i.ytimg.com/vi/JKhIdgSVrqs/mqdefault.jpg,2025-09-15T18:32:28Z,4718,2025-09-24T02:21:24Z
98,UCt3O9c9h1HvVWYXMPHmmdTg,013 PODCAST KENYA,https://www.youtube.com/channel/UCt3O9c9h1HvVWYXMPHmmdTg,357,38,,podcast,sPC4HNbRZ1U,013 Podcast Episode 17  FAKE RELATIONSHIPS,https://i.ytimg.com/vi/sPC4HNbRZ1U/mqdefault.jpg,2025-04-23T17:09:43Z,1786,2025-09-24T02:21:24Z
99,UCn5OpAOoUKrzKDk7ak1S5-A,Cheers and Chats Podcast,https://www.youtube.com/channel/UCn5OpAOoUKrzKDk7ak1S5-A,335,19,KE,podcast,6qrJDUBIr7o,How to Identify & Live Your God Given Purpose | Podcast Episode 17,https://i.ytimg.com/vi/6qrJDUBIr7o/mqdefault.jpg,2025-08-02T17:00:06Z,1998,2025-09-24T02:21:24Z
100,UCJxR6Lh3GgCcNTQd0cqEMLg,Hoteliers Kenya,https://www.youtube.com/channel/UCJxR6Lh3GgCcNTQd0cqEMLg,334,16,,other,SLP9uFf81zE,"Renowned HR shares top tips on Personal Branding for Hospitality professionals,",https://i.ytimg.com/vi/SLP9uFf81zE/mqdefault.jpg,2024-01-12T13:08:17Z,3014,2025-09-24T02:21:24Z
101,UCdTl3OaWU7bQZdMj9a6Kp5Q,Tuff Podcast Kenya,https://www.youtube.com/channel/UCdTl3OaWU7bQZdMj9a6Kp5Q,265,79,,podcast,TyPizgUEcdQ,""" UNFILTERED CONVERSATIONS"" with @raewambia33  | - TuffpodcastKenya | EP.15",https://i.ytimg.com/vi/TyPizgUEcdQ/mqdefault.jpg,2023-12-02T09:19:43Z,2022,2025-09-24T02:21:24Z
